,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
23,--,['Iabou Windimere'],['Iabou Windimere'],Four individuals feel lost on Christmas eve and a series of horrible events occurs. Each tries to solve their problems in the wrong way. Each finds their dilemmas can be solved by each others problems.,20min,"Lost, Empty, Found"
24,--,['Christopher Costa'],['Nathan Sage'],Pillow Talk follows a girls' memory to a simpler time.,5min,Pillow Talk
25,"8,0",['Rick McLeod'],['Rick McLeod'],,4min,DeadTrust
26,--,"['Wesley Hunt', 'Gorcin Zec']",['Wesley Hunt'],"In the desolate streets of Venice, two men find themselves trapped in a nightmare. One searches desperately for a drink, terrified by the idea of privatization of water, while the other slowly succumbs to his fear of the same.",12min,Sale grosso
27,--,['Chriss Williams'],DESCONOCIDO,"The Dynamite Gang re-imagines the civil rights movement IF some turned to violence.... Using a mix of real and created archival footage, this imagined history finds some young members of the movement using Thomas Jefferson and the Founding Fathers as justification for violence... Specifically suicide bombing...",10min,The Dynamite Gang
28,"9,3",['Stephen Sawchuk'],DESCONOCIDO,,7min,Crooked
29,--,['Cristine Brache'],['Cristine Brache'],A guidance hotline operator simultaneously sells realizations and jewelry to vulnerable people who have trouble manifesting their innermost wants and needs; a woman realizes she is a dog and a man deeply explores his obsession with a woman named Necklace.,28min,576-Orgy
30,--,['Ethan Tomás Race'],DESCONOCIDO,"Rapture explores the fear of impermanence and the effect of modern day city living on the individual. It tells the story of Ash, a young man who is unable to accept his own mortality and habitually escapes into a fantasy world founded on romantic cliché and media based artifice. But when he is confronted with the reality of death, these fears gradually invade his fant... Leer todo",22min,Rapture
31,--,['Svetlana Chernikova'],"['Svetlana Chernikova', 'Stanislav Mikhailov']",,--,Skromnoe puteshestvie
32,--,['Hitesh Kewalya'],['Hitesh Kewalya'],An extremely particular teacher finds her patience especially tested when she is unable to discipline a difficult young child with a love for rhythm. Will she also finally hear his beat?,16min,Rhythmatics
33,--,['Tom Brentnall'],DESCONOCIDO,,--,One Night
34,--,['Eli Kasavi'],['Eli Kasavi'],,4min,Static
35,--,['Marios Psarras'],DESCONOCIDO,,7min,On the Rooftop
36,--,['Nicolas Kadima'],"['Nicolas Kadima', 'Jax Smith']","Exploring futuristic surrealism, GLOW follows the insatiable and chaotic Tessa, an addict whose fix comes in the form of AA batteries which she violently inhales to achieve an electric euphoria. Positive turns to negative and Kyle, her lover, will be the witness of her demise leading to a twisted ending. From new film makers with a passion for originality, Glow might ... Leer todo",12min,Glow
37,--,['Shane Miller'],DESCONOCIDO,"The inner workings of a killer before, during, and after a murder are analyzed by an unknown source.",13min,The Murdered Man
38,"5,9",['Vicky Khandpur'],['Vicky Khandpur'],A social message conveyed through a tale of a virgin boys visit to a prostitute. The end will shock you.,--,Vicky Khandpur's: The Price
39,--,['Miguel Ángel Celda'],['Miguel Ángel Celda'],,3min,Tormenta de verano (y un final feliz)
40,--,['Nabela Khair'],['Nabela Khair'],Two siblings are being tortured due to their refusal of being sold.,18min,Silent Tears
41,--,['Juan Chou'],"['Stephen Armourae', 'Juan Chou']",Hungarian Dr. Frank Stranges is visited by two FBI agents as he has a devastating secret to reveal.,15min,Dr. Frank Stranges
42,--,['Per-Josef Idivuoma'],['Per-Josef Idivuoma'],"A guy does not understand why he has become the victim of town-bullies, so he joins a notorious gang to get rid of his problems.",4min,Lappdjävel
43,--,['David Corcuera'],"['David Corcuera', 'Alex de la Torre']",,8min,Una habitación muy iluminada
44,--,['Pete Gleeson'],['Pete Gleeson'],A soldier wills himself to commit a brutal act so that he may return to what he desires back home.,7min,Enemy
45,--,['Sean Frost'],"['Ryan Andrew Brandt', 'Sean Frost', 'Jami Harris Shine']",Boy meets girl in a tribute to silent films of the past.,6min,Sunset
46,--,"['Brandon Amelotte', 'Yaniv Aronson']",['Brandon Amelotte'],This is the story of how a family copes with the devastating news that their daughter has cancer.,20min,Life Just Happened
47,--,['Robbert-Jan Vos'],['Robbert-Jan Vos'],,5min,Dag buurvrouw
48,--,"['Mario Spinocchio', 'Mario Spinocchio']","[""Salvo D'Angelo"", 'Mario Spinocchio']","Anna, 40 years old, represents the true soul of the earth who plays the female element. The woman, who has denied the role of wife, lover, mother, instead of giving life eventually rescinded.",--,Ventu grecale
49,--,['John Torres'],['John Torres'],A couple wakes up and talks about a dream.,12min,"Wala kaming pakialam sa demokrasya. Ang gusto namin: pag-ibig, pag-asa at ang kamukha nito"
50,--,['Jérôme Jourlait'],DESCONOCIDO,,6min,Lotus Flower
51,--,['John Hoey'],"['John Hoey', ""Darren O'Connor""]","Forgiven is set in contemporary rural Ireland and revolves around the character Simon, a desperate middle-aged man who takes refuge in a desolate church. On this stormy night, he pleads for repentance with the divine and his mentor and friend Father Barry.",--,Forgiven
52,--,['Iker Orozco'],"['Iker Orozco', 'Miguel Palafox']",,24min,Zeviathan
53,--,['Marco Cano'],['Paco Jean'],,--,Mi amor alado
54,--,['Bernard Zeiger'],['Bernard Zeiger'],"Real Men Cry follows two high school friends who decide on their last day before college to reenact the war games they played as children. One friend is an oppressive bully. The other is a closeted homosexual who is secretly in love with the bully. Over the course of one day, the game becomes more real to them, until it no longer can remain just a game.",8min,Real Men Cry
55,--,['Yoomi Park'],"['Olivia Hinojosa', 'Yoomi Park']",Life as a teenager is tough. It gets a little tougher when Skye begins to question her sexuality. Follow Skye's journey of self-realization as she comes out to her friends and family. Can she handle the changes of living as a gay teenager?,30min,Skye
56,--,['Will MacMillan'],['Will MacMillan'],"An artistic depiction of humanity's creation, beauty, struggle, and victory through movement and music.",7min,The Gift
57,--,['Michael G. Miller'],"['Van Neal', 'Darren Keefe Reiher']","On December 6th, 1941, Navy petty officers and best friends, debate and support their respective problems and concerns. Charlie gets a startling letter from his family and Eddie learns that his best friend may have betrayed him. Regardless of their immediate challenges and the strength of their friendship, it pales in comparison to the fate that the next day brings; t... Leer todo",12min,December Six
58,--,['Jane Linfoot'],['Jane Linfoot'],David's attempt to leave residential care is thwarted as he struggles to find acceptance and connection in the outside world.,15min,On Your Own
59,--,['Humberto Rosa'],"['Thairon Mendes', 'Humberto Rosa']",,--,Doce Paris
60,--,['Jung-haeng Lee'],DESCONOCIDO,,22min,The Physics Class
61,--,['Léonore Mercier'],DESCONOCIDO,,18min,Via
62,--,"[""Gianmarco D'Agostino""]",DESCONOCIDO,Sometimes a good story can save your life.,15min,La fuga
63,--,['Ian Bae'],DESCONOCIDO,,21min,Cone Boy
64,"5,6",['Jun-suk Yoo'],DESCONOCIDO,"Geum Ja has been living alone since her husband and sister passed away. Lately, she keeps hearing her late sister's voice around the house. To find out her sister's message, she enlists the help of a television program that investigates supernatural happenings. Once the TV crew is there, however, the ghostly sounds disappear, and conflicts develop between Geum Ja and ... Leer todo",39min,Invisible 2: Chasing the Ghost Sound
65,--,['Suk-jae Hong'],DESCONOCIDO,,26min,Election
66,--,DESCONOCIDO,DESCONOCIDO,"One man's struggle to go beyond the poverty, brutality and humiliation of his background to find some kind of redemption through the 'noble' art of boxing.",--,The Hardest Fight
67,--,['Frank Zagottis'],['Frank Zagottis'],"What happens if an entire generation learns their social skills not through interpersonal interactivity but through the guidelines and security features of Social Media like Facebook? , That&#039;s the question explored in a world where the environment of the social utility is made tangible in the guise of a high school.",13min,That's What Friend(ing)s Are For
68,"7,4",['Stergios Paschos'],['Stergios Paschos'],,--,Htipimata
69,--,['Vincent Lopez'],['Vincent Lopez'],Cultures clash in the Catskills when a young girl involves an unsuspecting weekender in her not so innocent plan.,13min,Scholarship
70,"8,3",['Paul Bassingthwaighte'],"['Paul Bassingthwaighte', 'Jim Meadows']",Two homeless men stumble across a 'top of the range' cooker.,14min,Top of the Range
71,--,['John Liau'],DESCONOCIDO,"Mark and Pam Carter, along with their son Angelo lead a typically normal life in suburban small town Auburn, New York. But Mark was in a traumatic car accident when he was a teenager, losing his mother and little brother in the process. And Pam lives with cerebral palsy. Despite these difficulties, they are raising a perfectly healthy 8 year old boy and living life as... Leer todo",4min,Inside Our Hearts
72,--,['Fawn Testa'],['Fawn Testa'],,--,If You Want It
73,--,['Aurélio Aragão'],DESCONOCIDO,,18min,Só Mais um Filme de Amor
74,--,['Alden Tuck'],['Alden Tuck'],,--,Rough Play
75,--,['Dominique Belet'],['Alain Deschere'],,10min,Un moment d'absence
76,--,['Sandro Japaridze'],['Sandro Japaridze'],,8min,Avtobani
77,"6,4","['Amanda Copstein', 'Filipe Matzembacher']",['Amanda Copstein'],,9min,Quando a Casa Cresce e Cria Limo
78,--,['Cheryl Gross'],DESCONOCIDO,"DUMPED! is the result of a 14 year gay civil union that went awry. It takes place a few weeks after the main character was notified by her spouse that she wanted to break up. Aside from an illicit affair, Boozette, the spouse in question, became addicted to the lesbian story-line from the soap opera The Guiding Light, the fan base so lovingly called Otalia. Needless t... Leer todo",19min,Dumped!
79,--,['Sabir Kadel'],['Sabir Kadel'],A confined atmosphere against which a poker game between three friends turns into a nightmare following the revelation that one of them is going to make.,26min,L'horreur! L'horreur!
80,"9,5",['Michael Frymus'],DESCONOCIDO,"Mack receives a mysterious letter telling him to meet at the shack. He takes this as an evil prank. 4 Years ago, Mack and his son and daughter went camping when tragedy struck. While Josh was bike riding he lost control and fell injuring himself. In the meantime, Missy was kidnapped from the campgrounds. Later that day, the police calls Mack asking more questions. In ... Leer todo",17min,The Shack
81,--,['Maria Kaur Bedi'],DESCONOCIDO,,--,Cafe Gilberte
82,"6,6",['Ana Cristina Barragán'],['Ana Cristina Barragán'],,18min,Domingo violeta
83,--,['Sinisa Galic'],['Sinisa Galic'],,18min,Barriers
84,--,['Kaya Inan'],['Lance Ludwig'],,--,The Gap
85,--,['Tiago Ribeiro'],['Tiago Ribeiro'],,15min,Dente de Leão
86,--,"['Marco Vitale', 'Antonio Scognamillo']",DESCONOCIDO,"The dreams and hopes of a better life, told through the voices of some 'indocumentados' Mexicans, who risk their lives to entering the United States of America.",17min,La torre de papel
87,--,['Simone di Maria'],DESCONOCIDO,,7min,Message in a Bottle
88,--,['Craig Deacon'],DESCONOCIDO,,20min,The Diner
89,--,['Tammes Bernstein'],['Tammes Bernstein'],,--,Drømmepigen
90,--,['Jack Wheatley'],['Jack Wheatley'],,14min,Rough and Tumble
91,--,['Glen Kirby'],['Glen Kirby'],Tony and Laurie's relationship hangs by a thread due to paranoia. Tony is adamant his girlfriend is cheating on him with her new stage performance dance partner.,10min,Paranoia
92,--,['Neftalí Vela'],['Neftalí Vela'],,--,Ciudad
93,--,['Josue Sanchez'],['Matt Watermeyer'],"Derek has been rejected one too many times by the girls at his school. When Derek's private video blog is circulated online by John the school bully, the consequences are dire.",10min,Vlogs
94,--,"['J. Prada', 'K. Prada']",['K. Prada'],,3min,Pasión
95,--,"['Prasad Bhardwaja', 'Swapnil Kumawat']","['Prasad Bhardwaja', 'Swapnil Kumawat', 'Swati Pednekar']","Two men are trapped in the prison of their respective needs. What is the connection between the victim and the adversary? An old man possibly trapped in his past pride, and a compulsive young man, trapped in his own sense of propriety, and hopelessly entangled in a curious psychodrama. As the old man is held captive, he longs for his family. But his stoic and resolute... Leer todo",20min,Trapped
96,"7,5",['Christopher Faust'],['Christopher Faust'],"Due to a rare disease, a child grows a beard. He likes being himself but resents people staring at him.",14min,Garoto Barba
97,--,['Nicholas Quezada'],['Nicholas Quezada'],"Marcos is working a dead end job, dreaming of a shot at a Music Career in Hip Hop. But when Paulito gets Marcos involved with Guns, Money & Gangsters to make his dream reality, Marcos will have to decide how far he is willing to go.",--,Righteous Ways
98,--,['Kuzma Vostrikov'],"['Pavel Lukiyanov', 'Kuzma Vostrikov']",A film-metaphor. Before we thought that being man born in the totalitarian USSR is something one should be proud of. And now look what is there left of us in the new Russia. Can a man lead a normal life doubting in his country and in his past?,11min,Uzel
99,--,['Wollie Boehm'],"['Wollie Boehm', 'Jude Dempsey']",Life after death is not always found where you look for it.,9min,The Red Rose
100,--,['Holy Fatma'],['Holy Fatma'],A woman has just gotten out of an argument with her husband.,2min,Maldito Amorcito
101,--,['Andrew Finch'],DESCONOCIDO,,--,Light Showers
102,--,['Radek Skalski'],['Radek Skalski'],Does the Internet really connect us?,4min,The Board
103,--,['Alex Guéry'],['Dominique Maingot'],,--,La poupée
104,--,['Meelis Piller'],['Meelis Piller'],,--,Dilemma
105,--,['Sarah van Arsdale'],['Sarah van Arsdale'],"BONE ON BONE is a short memoir in animated watercolor drawings about my alarming experience being deported from the 'kingdom of the well' to the 'kingdom of the ill,' and how this changed my perception of myself and of those living with permanent disabilities. Told with humor and sensitivity, which is underscored by the drawings.",7min,Bone on Bone
106,--,['Parth Acharya'],['Parth Acharya'],,--,Mirage
107,--,['Mario Selim Alcayaga'],['Mario Selim Alcayaga'],,18min,Forzada fraternidad
108,"7,7",['Tiemu Jin'],DESCONOCIDO,"The Persian Prince fell in love with Princess Ming Yue of Tang. To marry her, he competed with Junshi, another suitor of the Princess.",--,Legend of the Daming Palace
109,--,['Adriana Paramo Perez'],['Adriana Paramo Perez'],"When Antia leaves her hometown her best friend Iria feels betrayed. Years later, Antia comes back for visiting and when she meets with Iria they both feel the same but something has changed. Antia tries to face her homesickness and Iria still does not how to forgive her. One afternoon, both expose their feelings but through the poetry that joins them, they fight their... Leer todo",18min,Illa Pedra
110,"6,7",['Lionel Méta'],DESCONOCIDO,,15min,La métaphore du manioc
111,--,['Olivier Athéba'],['Olivier Athéba'],,--,Notre Sonate
112,"8,0",['Roza Gazarian'],['Roza Gazarian'],A 20 Year-old girl from the Ukraine comes to America as an exchange student -- only to get caught up in her own lies as she's afraid to tell her parents her passport was stolen and she's living the life of an illegal immigrant.,9min,Caught Up
113,"7,9",['Elad Zakai'],['Elad Zakai'],,27min,Ben Is Back
114,"8,7",['Shiraz Fradi'],DESCONOCIDO,"7-year-old Nada lives with her brother Hatem and her mother, asks herself questions about her sexuality and wonders about how children are made.",15min,Album
115,--,['Mel Miskell'],['Mel Miskell'],Two strangers spend a night together.,5min,Annika
116,--,['Robert Fernandez'],['Robert Fernandez'],"Two brothers, both Iraq War Veterans, hatch a plot to get their hands on some quick cash, but when the plan goes wrong, they face off - and force each other to face the past that haunts them.",14min,There/Not There
117,--,['Sabrina Cooper'],['Sabrina Cooper'],A family trapped in their house during and after hurricane Katrina.,13min,Never Let Go
118,--,DESCONOCIDO,DESCONOCIDO,"A young man wakes up and goes about his day. He brushes his teeth, eats breakfast, gets dressed and checks his mail. His actions gradually become more unusual.",4min,A Banal Quest
119,--,"['João Lascas', 'Elvis Veiguinha']","['João Lascas', 'Elvis Veiguinha']",,--,O Jantar Serve-se Frio
120,--,['Mike Thorne'],DESCONOCIDO,,--,Man in a Room
121,--,['Dijana Jovic'],['Vuk Bijelic'],,--,Gospodja Klara
122,--,['LaKeisha Fleming'],['LaKeisha Fleming'],,18min,I Know Too Much
123,--,['Segor Hadzagic'],['Miro Petrovic'],,24min,Kako je llija Ladin predavao njemacki
124,--,['Justin Abraham Hall'],['Justin Abraham Hall'],,7min,The Regular
125,--,DESCONOCIDO,DESCONOCIDO,The life of an elderly woman and her struggle with mental illness.,6min,Restoreth My Soul
126,--,['Matthew Al Bauer'],['Matthew Al Bauer'],Pink is a story about two strangers. Marc (Justin Morck) is a selfish young man antisocial young man. Lucy (Barbara Singer) on the other hand is a shattered old woman living her life on repeat day after day. On the darkest days in the gritty urban streets they cross paths and change each others lives forever.,19min,Pink
127,--,['Oded Graziani'],['Oded Graziani'],"In a green and quiet neighborhood, a family in a white and pleasant house are on their way out for a trip. Father, Mother, one live child and one dead. That same home is the child's shaky ground and the apparent normal trip leads him to a steaming hot roast.",10min,Ha Tiyul
128,--,['Bobby McCarthy'],['Bobby McCarthy'],Failed relationships leads to lonely men who bond through alcohol but not really.,9min,Closing Time
129,"4,7","['Daniel Poleki', 'Robert Poleki']","['Daniel Poleki', 'Robert Poleki']","In a long forgotten Samoa, a group of young men are sent into the deepest part of the forest to fulfill their destinies and emerge as Warriors.",15min,Malaga
130,--,['Igor Chojna'],"['Igor Chojna', 'Janko Marklein']",,16min,Plama
131,--,['Hilmir Snær Guðnason'],"['Elsa G. Björnsdóttir', 'Guðný Rósa Hannesdóttir']",,--,Existence
132,--,"['Selin Togay Milovanoviç', 'Selin Togay', 'Nail Pelivan']","['Turgut Baygin', 'Nail Pelivan']",,15min,Cevdet Bey'in Karanfili
133,--,['Jaanus Lekk'],"['Jaanus Lekk', 'Katrin Reimus']",,--,Õnnelikud inimesed
134,--,['Nail Pelivan'],['Nail Pelivan'],,13min,Karanlik Hikaye
135,--,"['Chris Page', 'Karyn Yee']","['Chris Page', 'Karyn Yee']",Debt Collector Dan Sagen plunges into a deep depression after the death of his wife.,5min,Deadpan
136,--,['Andre Brynkus'],['Andre Brynkus'],,9min,Phobic
137,"4,7",['Erika Lust'],['Erika Lust'],,30min,Life Love Lust
138,--,['Jerry J. White III'],['Désirée Nordlund'],A grieving father works on the graveyard where his daughter is buried when he meets a woman who suggests a way to seek relief from the guilt he carries.,8min,Walking the Graveyard
139,--,['Marinella Senatore'],DESCONOCIDO,,--,Nui Simu
140,--,['Aeneas Middleton'],['Aeneas Middleton'],"When a vampire speaks about his creator of the 1700's, a lost daughter from the King of France.",--,Vinvella: The Secret Daughter of Louis XV
141,"6,6",['Kevin Haefelin'],['Kevin Haefelin'],"After a long journey, Jean-Jacques Rousseau returns to visit her mother in her apartment in the Beaux-Rivage Palace. He discovers that she is too emotional .",7min,Maman
142,--,['Martin Wales'],['Andrew Brindley'],,5min,The Sunny Classroom
143,--,['Riad Makdessi'],['Riad Makdessi'],,32min,Flu
144,--,['Stanislav Lavrik'],['Stanislav Lavrik'],"After countless years, a son visits his mother and faces the biggest regret of his life.",2min,The Oldness Is Not a Gladness
145,--,['Adelie Champailler'],['Adelie Champailler'],"Between revolt and withdrawal, a teenager tries to take up with the singular story of his father. The quest of a history which we have never transmitted him and which today is lacking to him.",8min,Quand s'approfondit l'hiver
146,--,['Ganesh Karthikeyan'],DESCONOCIDO,A theatre actor volunteers to help a friend.,7min,Ithu kadhayin Arambam illai
147,--,['Giulio Poidomani'],"['Ilaria Fulvio', 'Giulio Poidomani']",,--,Fuori fuoco
148,--,['Marcel Michalaris'],['Marcel Michalaris'],"Orestis isn't working for the moment. He spends his time waiting for his girlfriend Ioanna to get back from work. Eleni, a friend of Ioanna who has found a job in the city, is staying with them for the time being, while she is looking for a place of her own. Ioanna decides to spend her holiday with her family. Orestis and Eleni are alone.",21min,Moments of Repetition
149,--,['Fazila Amiri'],['Fazila Amiri'],Two child brides married under the Taliban try to escape a life of slavery.,11min,Paaizeb
150,--,['Lisa Eismen'],['Lisa Eismen'],"Nicholai, a 400 year old opera singer - neither vampire nor human - is suddenly given a powerful gift from his long, lost love. The gift, once rolled will determine his fate; death or eternally damned as creature of the night.",5min,400 Years
151,--,['Aeneas Middleton'],['Aeneas Middleton'],"When a U.S. Special Forces Nightstalker, begins thinking about home after war.",--,Operations Command
152,--,['Martin Scanlan'],['Martin Scanlan'],A man relives the night when he first met a woman.,3min,Convergence
153,--,['Bongani Mlambo'],['Bongani Mlambo'],"A young Muslim woman, starts out a typical day, passing through a convenience store to buy a snack, and suddenly finds herself in a different world. A compelling, informative, and interpretative look into identity and emotion.",3min,Rage
154,--,['Bongani Mlambo'],['Bongani Mlambo'],"Hiro's parents are murdered and his home set a blaze by the criminal kingpin known as Valan. Now, he must embrace the way of the warrior and face his demons.",5min,Xiake
155,--,['Ivana Kosanovic'],['Ivana Kosanovic'],,15min,Soljice
156,--,['Jeremy Silva'],['Jeremy Silva'],A young teen discovers an abandoned dog that in turn helps heal the heart of a lonely widow.,6min,Lost Company
157,--,['Max Ksjonda'],['Max Ksjonda'],Sometimes life can bring very unlike people together. Very unlike and very strange. For the sake of their strange friendship they are ready to go for some really strange things.,19min,Za ramkami
158,--,DESCONOCIDO,DESCONOCIDO,What does it mean to be a soldier? What do soldiers do to train? This inside look at LFCA TC Meaford shows you what soldiers do on a daily basis to become all they can be.,10min,Soldier First
159,--,['Nathan McGuire'],['Nathan McGuire'],"A woman conceals remotely triggered explosives in a case to the underground of a building, and is stopped by a guard and a man named Grande. She tries to force her way past, to plant the bomb deeper into the building, but Grande notices something wrong, and blows her cover. The woman gives the command to detonate the explosives with her still inside to complete her la... Leer todo",6min,Grande Business
160,--,['Armin Nasseri'],['Christopher Alice'],A suicidal man must take a French human trafficking victim to New York before the drug cartels find her.,--,Jump
161,--,['Rodney Llaverias'],['Rodney Llaverias'],,--,El Encuentro
162,--,['Béryl Coutat'],['Frédéric Massot'],,--,L'instant T
163,--,['Adam Sacks'],['Zack Phillips'],,2min,Overly Ambitious Ensemble Drama
164,--,['Nicholas Larrabure'],['Nicholas Larrabure'],,10min,Welcome
165,--,['Fabrizio Santana'],['Fabrizio Santana'],,--,Que merezca la pena recordarlo
166,--,['Jean-Claude Thibaut'],['Jean-Claude Thibaut'],,3min,Anytime Soon
167,"6,8",['Theofylaktos Argyrou'],['Theofylaktos Argyrou'],,28min,Blackrose
168,--,['Rui Goulart'],DESCONOCIDO,,--,Os Últimos Hóspedes da Pensão Internacional
169,--,['Rodney Llaverias'],['Rodney Llaverias'],,--,Bob
170,--,['Suzana Purkovic'],['Suzana Purkovic'],"Based on the short story of Dostoyevsky-in the eternal search for his prematurely injured son, man comes across a young rogue who reminds him of his son.He decides to welcome him into his home,believing that he can make a man out of him.",22min,Pesma moga sina
171,--,['Carlos Hurtado'],['Carlos Hurtado'],The survival of love through war and beyond,14min,Through Grace and War
172,--,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,--,Error nombre para la pelicula con id: tt2597798
173,--,['Robert J.T. Vawter'],['Robert J.T. Vawter'],"Father loses his job after being caught cooking the books. Feeling he now has betrayed his collages, friends, himself and his family. He plots out a murder suicide act on himself and his family.",20min,Oss Evige
174,--,['Annetta Laufer'],['Annetta Laufer'],"When two urban teenagers are trapped in the wilds of the Peak District, they are forced to put aside their rivalry in order to survive and find mutual respect and the start of friendship.",17min,Winking Man Rock
175,--,"['Tom Gatley', 'Joe Lipscombe Noble']",DESCONOCIDO,Belief can be lonely.,15min,Exile in the Forest
176,--,['Joseph Rohrs'],['Mark Keuthan'],,23min,Humble Pie
177,--,['Jess Dang'],['Jess Dang'],"A young man, struggling with an unresolved family matter, finds comfort while staying in a hostel.",6min,Room 201
178,--,['Adam Palenta'],['Adam Palenta'],,9min,Interrogation
179,"6,0",['Agnieszka Smoczynska'],['Agnieszka Smoczynska'],"The great Polish opera diva Maria Foltyn created her greatest performance in Stanislaw Moniuszkos Halka, with which she toured worldwide - she was applauded by Stalin and admired by Castro. Today, when she is losing her voice, she has decided to give way to her successor. The film Viva Maria! is a tale of passion, sacrifice and devotion, and is an extraordinary story ... Leer todo",17min,Viva Maria!
180,"8,0",['Sunny Park'],['Sunny Park'],Eun-Jae reflects upon the good times and bad times of his relationship with Aless through a letter.,5min,The Letter
181,--,['Cheryl White'],['Cheryl White'],,10min,In Which a Lady Suffers a Loss
182,--,['Rico Edwards'],['Rico Edwards'],A teenage boy contracts HIV after a sexual encounter with a girl from school.,--,The Gift
183,--,['Justin Phillipson'],DESCONOCIDO,This video explores the relation between tension and resolve through a mundane and relatable scene while highlighting the manipulative nature of video.,6min,Midnight Dragrace
184,--,['Vincent Dieutre'],DESCONOCIDO,,--,Toutes les étoiles tombent
185,--,['Lee Keable'],DESCONOCIDO,,5min,Paint
186,--,['Aaron J. Rudelson'],['Aaron J. Rudelson'],Navigating the bog of writer's block,14min,The Marsh
187,--,['Maxime Gilbert'],['Maxime Gilbert'],"A man, torn apart by the death of his wife in a terrible auto accident in which he was the driver, decides to confront his past with the help of a psychologist.",16min,Seconde chance
188,--,['Sven Eric Maier'],['Sven Eric Maier'],"The young woman Birgit lives in her dull world, isolated from other people. She only has a few contacts to her collegues at work, she is lonesome. One night she passes a nightclub, in which she gets fascinated. On the following night, there she mets Trixie. They both have a very passionate experience, which switches Birgit's life completely.",9min,In der Nacht sind alle grauen Mäuse bunt
189,--,['Álvaro González'],['Álvaro González'],,--,Crujidos
190,--,['Kyle Sobocinski'],['Kyle Sobocinski'],A little girl wants nothing more than to be a 'cowgirl'.,5min,Cowgirl
191,--,['Kathrine Fail'],['Kathrine Fail'],,--,Protecting Jacob
192,--,['Byron Quandary'],['Byron Quandary'],Craig has a touchy subject to breach.,16min,Before the Bloom
193,--,['Jessica Blaize Hendricks'],DESCONOCIDO,"An American family invites an Iranian couple to dinner at the height of the Iran hostage crisis. When it is discovered their dinner conversation has been recorded, paranoia leads to an unraveling of behavior, and unexpected results.",10min,May 1980
194,--,['Kirk Torrance'],['Brian Degning'],Original Drama centering around a man dealing with various stages of grief,8min,Too Old for Swings
195,--,DESCONOCIDO,['Jeremy Turkin'],,--,Jaidee
