,Puntuacion_IMDB,Dirección,Guionistas,Argumento,Duración,Nombre de la película
18,--,['Himanshu Kesharwani'],['Himanshu Kesharwani'],Abhinav Sharma a young story writer in New Delhi lives alone with his lavish life. His carrier is at his peak as a brainstormed Crime stories. His stories became fame for the magazine company AUTHOR. Meanwhile there is a serious and brutal crime rising up in the streets of New Delhi. A well-mannered and Perfectionist Killer roaming around and Killing people with a sim... Read all,--,The Last Story
19,--,['Justin Michael'],['Justin Michael'],An action comedy about the bravest heroes of all: backpack firefighters.,--,Backpackdraft
20,7.5,['Conor Brett'],DESCONOCIDO,"When Clark Kent and Lois Lane attend Lex Luthor's product unveiling to find out that his product was not so innocent after all and is in fact, a suit built to take care of Superman but Superman will not go down without a fight.",--,Superman: Man of Steel
21,--,['Rudi Azank'],['Rudi Azank'],"a film in one shot, 3 men rob a bank dressed as Santas during SantaCon.",--,The SantaCon Escape
22,--,DESCONOCIDO,DESCONOCIDO,,--,Deadpool & Cable: Worlds collide
23,--,['Oscar R. Sanchez'],['Oscar R. Sanchez'],"In a world without water, the remnants left of humanity fight to quench their thirst. Whether by water, or by blood.",--,Deprivation
24,7.1,['Drew Denny'],['Drew Denny'],"In order to evade the law, notorious bank robber the MOMSTER (Amanda Plummer) ditched her daughter Angel (Brianna Hildebrand) with a dangerous accomplice named Dallas (John Ennis) at his drug front roadside diner Wild Ride. Working as a drug dealing waitress on wheels, Angel befriends klutzy bus girl Rose (Ryan Simpkins) - who happens to be madly in love with Angel- b... Read all",--,Momster
25,--,['Len Caric'],['Len Caric'],,--,The New Normal
26,8.4,['Sergey A.'],['Sergey A.'],"The great disaster named ""Snowfall"" attacked Moscow. New epic blockbuster will unfold at Moscow's streets.",--,Snowfall
27,--,['Zack Whyel'],['Zack Whyel'],A programmer and his sidekick get more than they bargain for when selling a program to the CIA.,--,USB
28,--,['Wilson Rouse'],['Wilson Rouse'],"Shot in one take, we follow a kid who is late as he rushes to arrive somewhere, bringing along with him an important delivery.",--,Late
29,--,['James Kendall'],"['James Kendall', 'John Kendall']","Struggling pet detectives Tommy and Abby take the case of a missing dog, not realizing the man who hired them is a assassin who uses his dog in his handiwork.",--,Dasher
30,--,['John David Shamoun'],['John David Shamoun'],,--,No Turning Back
31,--,['John Smith Kabashi'],DESCONOCIDO,,--,Russian Love
32,--,['Brendan Gabriel Murphy'],DESCONOCIDO,On a mission of self improvement our protagonist seeks out the ways of the ninja to enlighten himself & reach his kaizen state.,--,I Am Kane
33,--,['Max Davidse'],['Max Davidse'],,--,Misstap
34,--,['Graeme Carr'],['Paul Johnson'],,--,1416: The Beginning
35,--,['Michal Grzesik'],"['Michal Grzesik', 'Adam Kaczorowski']",,--,Consilium
36,7.8,['Petrus Özer'],['Petrus Özer'],"Noah is a young man but far from the ordinary. He walks down the path of revenge but unlike most cases he doesn't really know why, still the urge for revenge is rooted deep inside of him. Alongside him is his father who guides him through every step and he is set on a vicious trail that will lead him to the discovery of an ugly truth.",--,Stuck in a Moment
37,--,DESCONOCIDO,['Claudio Moreno Bautista'],"Ana and her team of firemen receive an emergency call, a man locked himself in the cellar of a bar, what they do not know is that it is a direct door to hell",--,April 23rd
38,--,['Cody Walton'],['Cody Walton'],"A man is threatened to be killed unless he comes up with money to pay back a gang leader, so he stages a kidnapping of a friend to be held for ransom, when nothing goes according to plan, lives are lost.",--,Away Games
39,--,['Zain Van Wyk'],['Zain Van Wyk'],,--,Hydra Legacy
40,7.1,['Vicky Zahed'],['Vicky Zahed'],,--,Little Rome Cafe
41,--,['Alex Flash'],['Alex Flash'],,--,Agent 008 FLASH Mission Escape
42,--,['Alex Flash'],['Alex Flash'],,--,Agent 008 FLASH Mission Rocket
43,--,['Shawn Stallworth'],['Shawn Stallworth'],"Bullyproof tells the tale of a group of middle school kids who find their empowerment and self-respect through martial arts. This film takes viewers on a profound journey from dangerous streets encounters to a sensei's wise tutoring and from a child cowering under his bed covers to the warm embrace of the film's centerpiece Panther Martial Arts Studio, where hard work... Read all",--,Bullyproof
44,--,DESCONOCIDO,"['Nate Johnson', 'Nicholas Andrew Rice']","A duel most thought would never happen! A padawan who's arrogance will get him killed, a man turning into a trained killer, a master that everyone thought was gone, and a man with unspeakable and enormous power. Who will win!?",--,Wolverine Vs Jedi Knight
45,8.5,DESCONOCIDO,"['Sivert Holm', 'Brynjar Evensen', 'Kim-Remi Kjesbu']",Two robbers try to rob their local bingo.,--,Bingobanden
46,--,['Aleksandra Svetlichnaya'],['Aleksandra Svetlichnaya'],During a road trip three girlfriends are stranded in a strange town where no one will utter a word. They soon learn that the town is cursed and they must use their collective power to stop the monster haunting it.,--,Hors D'oeuvre
47,8.1,['Ahmed Mughal'],['Abdullah Mughal'],"Slayer quits his job of saving the world after the death of his brother, but the love for his country makes him risk his life again to save millions of innocent from a blast that could wipe out half of Pakistan.",--,Slayer Returns
48,--,DESCONOCIDO,DESCONOCIDO,,--,Capitaine France
49,--,['BenTinEz'],"['BenTinEz', 'Rexilious']","The follow-up to 2018's Batman: The Beginning where a new face unfamiliar to Batman, wants to challenge him and his other persona, Bruce Wayne.",--,Batman: Dark City
50,9.0,['Thomas Andrzeczyk'],['Thomas Andrzeczyk'],"McGregore and Ramos, two elite soldiers, have a mission to accomplish: recover a legendary artifact that the Tyrant has stolen from them. Unfortunately they will learn to be wary of appearances and not to shout victory too quickly.",--,Call of Cookies
51,--,['Max Bock'],DESCONOCIDO,After a boy loses his father he delves deep into his imagination and results to using plastic army toys to gain closure.,--,Saving Plastic Ryan
52,--,['Ian Harris'],['Ian Harris'],,--,Schooled
53,--,['Scott Wilkins'],['Scott Wilkins'],"When a former mob enforcer seeks revenge against the one who stole from him, he finds that even the strongest bonds have the darkest consequences.",--,The Darkest Friendship
54,--,['Xiaobei Jiang'],DESCONOCIDO,"Is the world you see and understand the real world? First of all, it is a multi-dimensional film with multiple meanings. The inspiration of the story comes from the 'Zhuang Zhou's Dreaming of Becoming a Butterfly'Secondly, the film presents a different world view from the past,explores the relationship between the universe and life, the relationship between the consci... Read all",--,The Flying Flowers
55,--,['BenTinEz'],['BenTinEz'],"After Krypton is destroyed, Brainiac (KingJoseph) begins his way to Earth to look for Krypton's Last Son, Kal-El (Conner Davenport) due to being a threat to his father and wants to end everything from the House Of El. Kal-El, who is now Clark Kent, will don the symbol of hope to stop a plan of Brainiac to get rid of Earth.",--,Last Son of Krypton
56,1.8,['Alexandre Ottoveggio'],['Alexandre Ottoveggio'],,--,Fury Man
57,--,['Daniel Mitchell-Rodriguez'],['Daniel Mitchell-Rodriguez'],,--,Sciamachy
58,--,['Lee Irving'],['Lee Irving'],,--,The Delaware Massacre
59,--,['Alex Forman'],['Alex Forman'],The Last Case has a frank miller comic book feel to it with a Film noir look and a script similar to that of an early Guy Richie film. It's cinematography is contemporary and modern to suit the youth audiences of today and to keep with with the style of films and TV series's being released by Netflix and Amazon Prime. This film is just the beginning in terms of the st... Read all,--,The Last Case
60,--,['Tyler Buckingham'],"['Paul Butler', 'Jay Creepy']",Drug addict Danny wakes up to find himself tied to a chair in a garage whilst a brutal gangland torturer known only as K stands over him. K wants information and he will get it.,--,You Choose!
61,--,['Benny Yang'],['Jasmita Chawla'],"A university janitor discovers more than she ever bargained for, when she investigates a peculiar event in the school's auditorium.",--,Take In
62,--,['Steven G. Lowe'],['Steven G. Lowe'],,--,"Wrong Girl, Right Time"
63,6.4,['Luke Pedder'],['Luke Pedder'],The two most iconic killers face off and battle to the death.,--,Michael vs Jason: Evil Emerges
64,--,DESCONOCIDO,"['Jenne Decleir', 'Bjorn Pinxten']","A wild and witty horror-comedy thriller about a scary manhunt , full of explosions and a car crash, ending up in a haunted mansion house.",--,#YouToo
65,--,['The Nobodies'],DESCONOCIDO,"When you spend your whole life living in poverty, you get one chance to grab the brass ring. Ricky and Johnny take a chance that could change their lives forever. Starring Erin Dinsmore and Coronado Romero.",--,Last One in the Box
66,--,DESCONOCIDO,['Noah Miller'],A young wizard-in-training accidentally casts a spell on a pizza that turns his family into horrible pizza creatures.,--,Wizard of Za
67,--,['Emlyn John'],"['Arden John', 'Emlyn John']",,--,Ip Boy: The Legend Begins
68,--,['James Latimer'],DESCONOCIDO,"This is the story of Kaori Kawabuchi, a samurai sword performer, singer and motion capture actor. An inspiring woman keeping alive ancient traditions and spirituality in modern Japan.",--,Lady Samurai
69,--,['Marcus Mero'],"['Cole Barnard', 'Marcus Mero']",A disgruntled post-mates guy takes vengeance on a frat house.,--,Pizza Runner
70,--,['Brian Hutchings'],['Brian Hutchings'],,--,Two Rings
71,6.8,['Ryan Polly'],['Ryan Polly'],A pizza delivery driver goes to the right place at the wrong time when he stumbles into the scene of a hitman's contract killing.,--,Pizza Time
72,--,DESCONOCIDO,DESCONOCIDO,,--,Power
73,8.7,['Anders Teig'],['Anders Teig'],"When a couple of badass guys are on their way to break into a bank, they quickly realize the terrible mistake it was to involve ""Premium Idiot"" Klaus to join their heist.",--,Rubbish Robbers
74,--,['Rosalie Ridler'],"['Andrez Bergen', 'Rosalie Ridler']","A female assassin-cum-vigilante hero, Mitzi, breezes into Heropa, a city out of a dystopian science fiction, with twin 9mm pistols blazing and elite combat skills. Her intention is to protect children, women and the disempowered. She is unrelenting in her mission to undermine child trafficking and pedophile rings. The manner in which she does this is nothing short of ... Read all",--,Bullet Gal
75,--,DESCONOCIDO,['Shaun Gonzalvo'],"Fugitives, Aurora and Zayn, running away from their traumatic past. Experiments. Sacrifice. Loss. Secrets. The Society, an organisation that would go to extreme lengths to get what they want. The toughest of them will survive. But will they fight to gain their freedom or run and accept their defeat?",--,The Society
76,--,['Monique Rosario'],DESCONOCIDO,,--,Bulletproof
77,--,['Kat Leroy'],['Kat Leroy'],"The infamous Black Cat decides to do a Q§A for her fans, but things don't go according to plan when an old ""friend"" shows up.",--,Marvel's Black Cat: Live to Lie
78,--,['Tristen Forrest'],"['David Burris', 'Tristen Forrest']","The battle awaits. The evil sith lord Kylo Ren has accomplished his mission (or so he thought) sets out to find the last remaining Jedi master, Allen Hope.",--,Star Wars: Hope Returns
79,--,['Andre Gurrola'],['Andre Gurrola'],"One man receives a phone with an emergency message, and the opportunity to save a life. Hopefully he's not the wrong guy.",--,The Wrong Guy
80,--,['Ananth Agastya'],['Ananth Agastya'],"The three remaining soldiers in a platoon - running out of ammo - are stuck in enemy territory and attempt to draw the enemy from their hide-out. They frantically seek backup. But, their command center can't provide backup and dictates a new mission for them: capture this enemy high-value-target alive. Who is this high-value-target? What do the soldiers do?",--,The Fallen
81,--,['Noah Suarez'],['Noah Suarez'],,--,Valour
82,--,['Sarah Kim'],['Sarah Kim'],A modern fantasy action film that tells a story about owning one's identity and realizing how we are all truly alike.,--,The Monkey Prince and The Flower Maiden
83,--,['Anthony Umina'],['Anthony Umina'],A cybersecurity engineer is swept up in a revolutionary movement that is attempting to expose and combat an elitist network forming an authoritarian government in America. The main objective of the revolutionaries is to stop the elitists and innovate the political and economic systems of the United States in order to prevent corruption and protect democracy.,--,100 Monkeys: Operation V
84,--,['Peter Bodin'],['Peter Bodin'],"When billionaire Kent Brackens in search of the greatest assassin, started a tournament for assassins. The winner of the tournament set to take home a cash prize of $25 million, as well as becoming the head assassin for Bracken Industries.",--,Game of Assassins
85,--,['Rossana Takhsh'],"['Don Jefe', 'El Rey', 'Simon Templar']",The Crew of the U.S.S. Miami must escape a dangerous robotic adversary.,--,Cosmos Hunters 4: The Edge of Nowhere
86,8.2,DESCONOCIDO,DESCONOCIDO,Agents Jack Stone and Clank encounter each other again. The confrontation makes them realize they still have an issue to settle since last time. All the while breadcrumbs are laid out for a more important event.,--,Tiebreaker
87,--,['E. Jesus Nieves'],['Delion Diaz'],"Some times you can't help but inherit the family business. A young girl defends her brother's honor when she goes head-to-head with the competition he tried to eliminate. Starring Paris Berelc (Alexa & Katie, Lab Rats: Elite Force), James Finelli (Adrenaline III, Deadbeat) and Joe Giorgio (Blindspot, Homeland, The Irishman).",--,Lines of Descent
88,--,['LT Coopwood III'],['LT Coopwood III'],,--,Trinity
89,--,['Keeler Curtis'],['Bailey M. Miller'],,--,Red Hood
90,--,['Michael Dahl'],"['Michael Dahl', 'Mason Beck']","A young getaway driver finds himself in a life or death situation with a choice, get caught or get the girl.",--,Driver
91,9.2,['Roger Ribera'],['Roger Ribera'],,--,Ácido
92,--,['Ram Kamaleddine'],"['Ram Kamaleddine', 'Murray Owens']","In the virtual world of Madlin, the most wanted gang in the country known as the Mini Cooper Lords have robbed the Madlin National Bank. The bank robber known as the phantom has just stolen 2 million dollars and is being chased by a drunk cop. The Madlin Police are closing the gap but are now faced with another unexpected challenge.",--,The Mini Cooper
93,--,['Chaitu Madala'],"['Hemant k Bhatnagar', 'Chaitu Madala']",A bomb blast has been planned to blast a library. A middle aged Arabic man who recently migrated to Australia from a troubled middle eastern nation is suspected to be involved in the plot.,--,Mission Library
94,--,DESCONOCIDO,DESCONOCIDO,,--,Pink Diamond
95,--,['Amir Aghelnejad'],['Amir Aghelnejad'],"New Image Entertainment and New Image College produce this epic thriller about Oliver, a hit-man who no longer wants to be involved in a life of crime.",--,Swansong
96,--,['Alessandro Gordillo'],"['Alessandro Gordillo', 'Fabian Gordillo']","A group of soldiers are preparing for an air strike on the enemy, while tensions rise between a sergeant and a special forces member.",--,The Bench: Phase One
97,--,['Reinhard Nowak'],"['Günter Ettinger', 'Peter Ily Huemer']","Manuel, convicted several times for fraud, relapses during his probationary period. His girlfriend Sylvia threatens to leave him if he doesn't finish his rogueries. Dieter has almost completely retired from social life after the accidental death of his wife and lives only for his bar PLANTER'S CLUB. In the back room of the bar, the gambling addict Frank is ripped off ... Read all",--,Verhängnis
98,--,['Joost Meijer'],"['Ivo Broekhuizen', 'Joost Meijer']",The Royal Netherlands Navy intercepts a drugs boat in the Caribbean.,--,Action Go Fast
99,--,"[""David 'Shark' Fralick""]",DESCONOCIDO,,--,Second Chances
100,--,DESCONOCIDO,"[""Ludovic L'Heureux Devinat""]",Appearances can really be thrilling,--,Pick Up
101,--,['Clare Fog'],['Clare Fog'],"Hamlet gets a tattoo to honor the death of Ophelia, yet something is rotten in the Wicked Tongue Tattoo Parlor.",--,Wicked Tongue
102,--,['George Vrabchev'],"['Ivaylo Asparuhov', 'George Vrabchev']",,--,Poisonous
103,--,['George Vrabchev'],['George Vrabchev'],,--,Mercenaries
104,--,['Anthony Javier'],"['Gina Macri', 'Anthony Javier']",,--,Kuya
105,--,['Brandon Champ Robinson'],['Brandon Champ Robinson'],"Against her better judgment, our hero takes on a young apprentice in which she quickly regrets.",--,Croft: Liabilities
106,--,['Vaithi Natarajan'],['Vaithi Natarajan'],"He rejoiced thinking his luck, money and power helped him get away from his evil deeds, but the karma will catch up with the evil in him, slowly but steadily!.",--,Karuppu - The Black
107,--,['Richard Clarke'],"['Richard Clarke', 'Graham Thomas']","The Dragon's Shadow is inspired by the films of Sejiun Suzuki. The Godmother summons the Sisters of ""The Dragon's Shadow"" and tells them that Elfriede has stolen a quantity of money and drugs (Dragon's Breath). They must track down Elfriede and recover the money and the drugs. Will they be successful.",--,The Dragon's Shadow
108,9.6,['Colton Urquhart'],['Colton Urquhart'],"After the death of his mother, Ben/Sudoku(Brody Allyn) is on a journey to find the sudoku cube that his mother died protecting. From visionary filmmaker Colton Urquhart comes an action packed indie film that redefines what a low budget action movie can be. Made for just $1,000. Ben soon finds out that he's not the only one looking for the cube. The notorious bounty hu... Read all",--,The Legion of Hope
109,7.0,['Sarah Gross'],"['Quinn Armstrong', 'Sarah Gross']","In a future where telepaths are used by the government to monitor the public and root out insurgents, a mute, sixteen-year-old girl seeks to avenge her father by hunting down and killing the man responsible for his death.",--,Boléro
110,--,['Liam Stone'],['Liam Stone'],,--,Galveston Beach Hermit Crabs: Chuck Norris vs Mr. T
111,--,['Jose Córdoba'],['Jose Córdoba'],,--,Ahora soy un héroe 2
112,--,['Nathan Zen-Sapien'],['Nathan Zen-Sapien'],Two lives collide when a man with nothing to lose meets a man with so much to give!,--,Virulent
113,--,['Benjamin Yackshaw'],"['Brylan Henderson May', 'Benjamin Yackshaw']","In the near future, nations have ceded all governing power to corporations. Human beings have become largely obsolete, as artificial intelligence makes all major (and most minor) decisions on their behalf. At birth, a small device is embedded into the palm of every child's right hand. These developments have led to world peace, the eradication of crime, and increased ... Read all",--,Epoch: The Rebel
114,--,['Alexander Crews'],['Alexander Crews'],,--,The Guardian
115,--,['Zviad Tsikolia'],['Zviad Tsikolia'],"The hardest thing is to decide: Are you the person, you always wanted to be.",--,Worth
116,--,['Esteban Manuel'],DESCONOCIDO,,--,Red Power
117,8.0,['Sergey A.'],['Sergey A.'],"A young guy buys a pack of crackers. However, as soon as he began to eat them, the croutons came to life and rebelled.",--,Terrible revenge of the crackers-killers
118,--,['Marco Sinigaglia'],['Marco Sinigaglia'],Lefty is coming for the bag. The only thing in his way is the infamous Mt. Ikufuji Gang. They messed with the wrong puppet.,--,The Misadventures of Lefty Deadeye
119,--,['Joshua Williams'],"['London Albert', 'Joshua Williams']",,--,Martinelli a Star Wars Fan Story
120,--,['Mason Beals'],['Mason Beals'],"After what seems like an uncomfortable breakup, Daniel and Emma continue to work together, but their workplace - is a little south of moral.",--,Professional Relationship
121,7.5,DESCONOCIDO,DESCONOCIDO,Keanu Reeves and Halle Berry star in the third installment of the action film series.,--,John Wick: Chapter 3 - Parabellum: HBO First Look
122,--,['Riley Rutter'],"['Parker Jones', 'Riley Rutter']","After a battle with White Bandit, Drug Thug departs to meet him again. It is there where Bandit gives him a gift. But, security has been breached and Camo Bandit has arrived.",--,White Bandit 2
123,8.2,['Tony Cole'],['Tony Cole'],"After more than two years in captivity, NIA agent Mikael Grohn is suddenly traded for an old associate of vicious black market merchant and Grohn's nemesis, Valentin Bolshakov - but why?",--,Mikael Grohn: Iron Curtain
124,--,['Nate Joseph'],"['Nate Joseph', 'Ashley Seal']","Years after nuclear fallout spreads throughout North America, former police officer Riley Jacobs (Ashley Seal) finds herself partnering with an unusual accomplice, Milo Green (Arthur Davis), in the harsh radioactive wasteland. A former member of the Mads gang, Green's rough around the edges exterior doesn't reflect the vulnerable turmoil he hides inside. As the two st... Read all",--,Under a Dead Sky
125,--,['Rayce Lopez'],DESCONOCIDO,,--,Raccoon Hunter II: Revenge of Yon Same Ram
126,--,['Aurelien Degoute'],['Aurelien Degoute'],"We fight, we live fast and we create a world of our own fantasy. P.P. Duval alias Grey is a living proof of what we have become. Intense, funny and scary at the same time. Will he make it in time for the fight of his life?",--,Overrated
127,9.5,DESCONOCIDO,['Nick Cassol'],"A boring man decides to write a boring book about his boring life, only to discover it's a little more interesting than he thought.",--,A Very Boring Book
128,--,['Seneca Robinson'],['Seneca Robinson'],,--,Bad Director
129,--,['Colin Taylor'],['Colin Taylor'],"An action comedy about a spy, an assassin, a cowgirl, a magician, a teacher, and an auctioneer fighting to the death over lost treasure.",--,Free For All
130,6.8,DESCONOCIDO,['Max Beliayev'],"A man is driving through the dark country roads, running away from police, gangsters and relentless feeling of deep guilt after being accused of a terrible crime. The Rat King, a horrifying entity he witnessed in his childhood, is crawling back from the past to question his sanity for the one last time.",--,The Rat King
131,7.2,['Quinn Else'],DESCONOCIDO,"To confront his past trauma, an amputee veteran acts in a hyperrealistic military simulation.",--,Fort Irwin
132,--,['Henrique Kraychete'],DESCONOCIDO,"Following the Brazilian Jiu-Jitsu journey of Alan Philips, 71 years old.",--,It's Never Too Late to Be a Savage
133,--,['Sam Rocco'],['Michael J. Karr'],"Fed up with the violence and bullying in her city, Sydney dresses up like a bee to fight crime, but to reach her full potential she must first overcome a tragic event from her past.",--,The Bee
134,--,DESCONOCIDO,['Anthony Giordano'],,--,Stay Mobile
135,--,['Youngzoo Im'],['Youngzoo Im'],"A figure named Princess Yoseok appears in the Chapter on Wonhyo, her lover, in the Samguk Yusa(c. 1280), a compilation of myths and legends of Ancient Korea. It is strange that even though Princess Yoseok is a royalty, a mother and wife of great figures, she is recorded nameless. In contrast, how Wonhyo (617-686), one of the most influential Buddhist scholars, achieve... Read all",--,Princess Yoseok
136,7.3,['Colin Levy'],['Colin Levy'],"When two outcast teens hack into a drone delivery system to pull a prank on the girl next door, they accidentally redirect a critical shipment and find themselves entangled in a life-and-death political conspiracy.",--,Skywatch
137,--,['Saeed Keshavarz'],['Saeed Keshavarz'],"This film is not only about children and teenagers exploited in Third World countries. In general, the film is about the survival of injustice in the world. However, injustice has always existed but is not stable. In every generation and Every nation has a spirit of truth. If this spirit woke up, the injustice will end.",--,Dragon's Tail
138,--,['Rhett Derryberry'],['Rhett Derryberry'],"Jimmy, a professional hitman, must complete one final job in order to get out of the business and reunite with is girlfriend Evie.",--,Masks
139,--,DESCONOCIDO,"['James Atkins', 'Kris Atkins', 'Alexander Holloway']",A little-known fact is that many Viking tribes originated in New Zealand and actually spoke with a modern-day New Zealand accent.,--,Some Vikings
140,--,['Emlyn John'],"['Arden John', 'Emlyn John']","Three months after the events of Ardin and Barray (2018), Ardin is on the run from newly evolved zombies. When he runs into an old friend, tensions begin to rise. Will this give him a new hope for survival or will it mean the end for everyone?",--,AB2: Brainspotting
141,--,DESCONOCIDO,"['Sebastiaan Ham', 'Hugo van Wijk']","Anthony Campbell is the Raven. A superhero who settles with all the crime in Elhard. He seeks punishment for Rampovich actions. While doing so he searches for Herman de Reiger, a henchman from Rampovich.",--,The Punishment: A Raven Story
142,--,['Nathan Caselton'],"['Nathan Caselton', 'India Rhett']","It appears a simple exchange of goods at first, but things quickly escalate as Greg reveals who sent him.",--,Funky Line
143,--,['Paris Valencia'],DESCONOCIDO,,--,Ethos Dance Back Hand Spring
144,--,['Michael A. Isaacs'],['Michael A. Isaacs'],"Set during the middle ages, a grief-stricken blacksmith journeys through the forest with a young woman accused of witchcraft.",--,Heresy
145,--,['Fred O. Dery'],"['Thadeus Kevin Brown', 'Fred O. Dery', 'Sam Kellman']",Two hitmen defy their friendship upon debating the morality of their actions.,--,Sugar Pie
146,--,['Shelby Thompson'],['Shelby Thompson'],"This documentary is about the comeback story of a young action sport athlete who seemingly lost everything after a freak accident turned him quadriplegic. This is about the relentless pursuit of self improvement, embracement of challenges, and the journey of love, growth, and acceptance.",--,Relentless
147,--,['Sara Annovi Stuart'],['Sara Annovi Stuart'],In an apocalyptic world where the main protagonist is running with a secret microchip containing devastating information for the human genres.,--,Reanimation & Propaganda
148,--,['Owen Feetham'],['Owen Feetham'],"John Moore is an assassin for hire, but when the government hires him to eliminate a politician, he is faced with a very tough decision.",--,Longshot
149,--,['Chris Remerowski'],['Chris Remerowski'],The legend of 'Sleepy Hollow' in 2018.,--,The Headless Hipster
150,--,['Edward Punales'],['Edward Punales'],A man's homicidal hobby threatens to break apart his marriage.,--,Walter Loves Jack
151,--,DESCONOCIDO,"['David Gagné', 'Pierre-Luc Gosselin']",,--,Shower Party
152,--,['Carlos Garcia'],"['Carlos Garcia', 'Alfredo E. Rodriguez']","A couple of bumbling private detective siblings get hired to investigate a bar robbery, in this short, low budget, action/comedy send-up of the 1970s ""TV private detective"" genre.",--,Johnson and Johnson: Private Detectives 40th Anniversary Edition
153,6.9,['Jan Vejnar'],"['Nadja Dumouchel', 'Jan Vejnar']","A man follows a group of workers coming for daywork in an industrial area. Soon, he's stripped from his clothes and identity, dressed in a military uniform and armed. His determination not to fall behind the others is then tested by a series of unsettling events.",--,Figurant
154,--,['Ehud Landsberg'],DESCONOCIDO,A young samurai bee learns the warrior's way from an unexpected teacher.,--,The Sunflower Soldier
155,--,['Jelena Zickner'],"['Jan Maximilian Salmen', 'Jelena Zickner']","While sitting in his locker room, a boxer is plagued by fear and self-doubt. One of his hardest fights lies ahead of him.",--,Know Your Enemy
156,--,['Sean Dee'],['Sean Dee'],,--,Jodie
157,--,['Pasquale Encell'],DESCONOCIDO,"The Eagle Feather is an animated, family friendly story about Elizabeth, a young American Indian girl, and her single parent father as they journey into the wilderness early one morning to search for her first ceremonial eagle feather. On their way home father and daughter find a wounded eagle and in an effort to rescue the large bird take it to their family friend an... Read all",--,The Eagle Feather
158,--,['Chris K. Daniels'],['Chris K. Daniels'],"Adrian, a paranoid young man on the brink of losing his mind to a self-constructed conspiracy, runs for his life from the evil trio known as ""The Dark Triad""",--,Squeeze Toy
159,--,DESCONOCIDO,"['Theresa Hughes', 'Gabriella Sipe']","Sparrow has been a delivery runner for criminals since she could drive, but when she's assigned by her boss to make a strange and worrying delivery, Sparrow realizes that it might be time to give up on following orders.",--,Sparrow
160,--,['Ariel Len'],DESCONOCIDO,"In 2013, I invented a new technical method of showing films to audiences, both in theatres and online, which I have Copyrighted. This film is a Contemporary version of, and Tribute to, Silent films, using this new method, and it is the first time that this new method will have ever been shown to a film festival Audience!!!",--,The 5 Tree Dances
161,3.9,['Lluís Ortega'],['Lluís Ortega'],"Elsa returns to dissuade Indy to accompany him on a new adventure, related to the bloodiest Templar of all time.",--,Indiana Jones: Return of Elsa Schneider
